,Unnamed: 0,fasta,scaffold,gene_position,start_position,end_position,strandedness,rank,ko_id,kegg_hit,peptidase_id,peptidase_family,peptidase_hit,peptidase_RBH,peptidase_identity,peptidase_bitScore,peptidase_eVal,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,heme_regulatory_motif_count
84359,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,3,730,1734,1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
84360,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,4,1903,2073,-1,E,,,,,,,,,,,,,,,0
84361,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,5,2082,2726,-1,D,,,,,,,,,,"Putative transposase, YhgA-like [PF04754.15]",,,,,0
84362,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,6,2668,2940,-1,D,,,,,,,,,,"Putative transposase, YhgA-like [PF04754.15]",,,,,0
84363,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,7,3538,4191,1,E,,,,,,,,,,,,,,,0
84573,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,1,1131,1391,-1,E,,,,,,,,,,,,,,,0
84574,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,2,1615,2682,1,E,,,,,,,,,,,,,,,0
84575,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,3,2767,2967,1,E,,,,,,,,,,,,,,,0
84576,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,4,3343,3756,1,E,,,,,,,,,,,,,,,0
84577,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,5,3863,6730,1,D,,,,,,,,,,TrwC relaxase [PF08751.14]; AAA domain [PF13604.9],,,,,0
84578,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_6,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,6,6741,7028,1,E,,,,,,,,,,,,,,,0
84579,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_7,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,7,7180,7683,-1,E,,,,,,,,,,,,,,,0
84580,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_8,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,8,7763,8011,-1,E,,,,,,,,,,,,,,,0
84581,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1148934_9,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1148934,9,8019,8345,-1,E,,,,,,,,,,,,,,,0
84582,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1157182_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1157182,1,1,1383,-1,C,K18456,8-oxoguanine deaminase [EC:3.5.4.32],MER0095885,M38,MER0095885 - family M38 non-peptidase homologues (Ralstonia pickettii) [M38.UNW]#M38#{peptidase unit: 45-400}~source ACD27393~,True,0.734,511.0,1.0910000000000001e-159,Amidohydrolase family [PF01979.23]; Amidohydrolase family [PF07969.14],,,,,0
84583,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1157182_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1157182,2,1516,2427,-1,C,K16135,"LysR family transcriptional regulator, transcriptional activator for dmlA",,,,,,,,"LysR substrate binding domain [PF03466.23]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.30]",,,,,0
84584,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1157182_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1157182,3,2527,3591,1,C,K07246,tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83],,,,,,,,Isocitrate/isopropylmalate dehydrogenase [PF00180.23],,,,,0
84585,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1157182_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1157182,4,3671,4660,1,C,K07795,putative tricarboxylic transport membrane protein,,,,,,,,Tripartite tricarboxylate transporter family receptor [PF03401.17],,,,,0
84586,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1157182_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1157182,5,4730,4840,1,E,,,,,,,,,,,,,,,0
84682,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1453557_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1453557,1,88,648,-1,D,,,,,,,,,,"Bacterial regulatory proteins, luxR family [PF00196.22]; PAS fold [PF00989.28]; PAS domain [PF13426.10]; PAS fold [PF08448.13]",,,,,0
84683,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1453557_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1453557,2,743,1450,1,C,K01028,3-oxoacid CoA-transferase subunit A [EC:2.8.3.5],,,,,,,,Coenzyme A transferase [PF01144.26],,,,,0
84684,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1453557_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1453557,3,1452,2093,1,C,K01029,3-oxoacid CoA-transferase subunit B [EC:2.8.3.5],,,,,,,,,,,,,0
84685,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1453557_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1453557,4,2323,3141,1,E,,,,,,,,,,,,,,,0
84686,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1453557_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1453557,5,3173,3982,-1,E,,,,,,,,,,,,,,,0
84687,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1478351_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1478351,1,3,959,1,D,,,,,,,,,,TraM recognition site of TraD and TraG [PF12696.10]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Type IV secretory system Conjugative DNA transfer [PF02534.17],,,,,0
84688,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1478351_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1478351,2,956,1417,1,E,,,,,,,,,,,,,,,0
84689,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1478351_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1478351,3,1414,2157,1,E,,,,,,,,,,,,,,,0
84690,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1478351_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1478351,4,2388,2726,1,E,,,,,,,,,,,,,,,0
84787,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,1,2,85,-1,E,,,,,,,,,,,,,,,0
84788,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,2,58,282,-1,E,,,,,,,,,,,,,,,0
84789,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,3,294,1022,-1,E,,,,,,,,,,,,,,,0
84790,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,4,1307,2317,1,D,,,,,,,,,,WYL domain [PF13280.9],,,,,0
84791,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,5,2482,3171,-1,E,,,,,,,,,,,,,,,0
84792,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_6,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,6,3327,4673,-1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84793,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_7,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,7,5201,6403,1,C,K03496,chromosome partitioning protein,,,,,,,,AAA domain [PF13614.9]; Cellulose biosynthesis protein BcsQ [PF06564.15]; VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Anion-transporting ATPase [PF02374.18]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26],,,,,0
84794,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_8,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,8,6400,7350,1,C,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",,,,,,,,ParB/Sulfiredoxin domain [PF02195.21],,,,,0
84795,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1684051_9,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1684051,9,7484,7765,-1,D,,,,,,,,,,Phage integrase family [PF00589.25],,,,,0
85194,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,1,2,505,1,E,,,,,,,,,,,,,,,0
85195,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,2,514,2061,1,C,K05797,4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.9.1],,,,,,,,"FAD linked oxidases, C-terminal domain [PF02913.22]; FAD binding domain [PF01565.26]",AA4,AA4 vanillyl-alcohol oxidase (EC 1.1.3.38),1.1.3.38,AA4.hmm,0
85196,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,3,2104,3549,1,D,,,,,,,,,,Aldehyde dehydrogenase family [PF00171.25],,,,,0
85197,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,4,3569,5023,1,C,K01612,vanillate/4-hydroxybenzoate decarboxylase subunit C [EC:4.1.1.- 4.1.1.61],,,,,,,,3-octaprenyl-4-hydroxybenzoate carboxy-lyase [PF01977.19],,,,,0
85198,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,5,5020,5244,1,C,K21759,vanillate/4-hydroxybenzoate decarboxylase subunit D [EC:4.1.1.- 4.1.1.61],,,,,,,,,,,,,0
85199,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_6,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,6,5258,6724,1,C,K05797,4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.9.1],,,,,,,,,AA4,AA4 vanillyl-alcohol oxidase (EC 1.1.3.38),1.1.3.38,AA4.hmm,0
85200,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_7,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,7,6756,7112,1,D,,,,,,,,,,"Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]",,,,,1
85201,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_8,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,8,7109,7636,-1,D,,,,,,,,,,Protein of unknown function (DUF2390) [PF09523.13],,,,,0
85202,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_9,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,9,7737,8597,-1,C,K10216,2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9],MER0039340,S33,MER0039340 - family S33 unassigned peptidases (Novosphingobium aromaticivorans) [S33.UPW]#S33#{peptidase unit: 18-275}~source O86011~,True,0.983,537.0,3.431e-172,"Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Prolyl oligopeptidase family [PF00326.24]",,,,,0
85203,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_10,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,10,8737,9552,1,C,K02509,"2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]",,,,,,,,Fumarylacetoacetate (FAA) hydrolase family [PF01557.21],,,,,0
85204,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_11,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,11,9562,10350,1,C,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],,,,,,,,HpcH/HpaI aldolase/citrate lyase family [PF03328.17],,,,,0
85205,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_12,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,12,10353,11519,1,D,,,,,,,,,,CoA-transferase family III [PF02515.20],,,,,0
85206,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1898356_13,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1898356,13,11534,12553,-1,D,,,,,,,,,,Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27],,,,,0
85262,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1965257_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1965257,1,1,498,-1,E,,,,,,,,,,,,,,,0
85263,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1965257_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1965257,2,488,2128,-1,C,K12070,conjugal transfer pilus assembly protein TraI,,,,,,,,Putative helicase [PF07514.14],,,,,0
85264,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1965257_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1965257,3,2121,2645,-1,D,,,,,,,,,,MobI protein [PF19456.2],,,,,0
85265,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1965257_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1965257,4,3184,4161,1,C,K18640,plasmid segregation protein ParM,,,,,,,,Actin like proteins N terminal domain [PF17989.4]; StbA protein [PF06406.14],,,,,0
85266,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1965257_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1965257,5,4161,4415,1,E,,,,,,,,,,,,,,,0
85267,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1965257_6,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1965257,6,4499,4969,1,D,,,,,,,,,,Response regulator receiver domain [PF00072.27],,,,,0
85268,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1984257_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1984257,1,2,829,-1,C,K07486,transposase,,,,,,,,Transposase [PF01548.20]; Transposase IS116/IS110/IS902 family [PF02371.19],,,,,0
85269,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1984257_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1984257,2,1408,2277,-1,D,,,,,,,,,,TrfA protein [PF07042.14]; Replication initiator protein A [PF10134.12],,,,,0
85270,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1984257_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1984257,3,2288,2752,-1,E,,,,,,,,,,,,,,,0
85271,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_1984257_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_1984257,4,2884,5310,1,C,K12070,conjugal transfer pilus assembly protein TraI,,,,,,,,Putative helicase [PF07514.14],,,,,0
85272,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,1,1,846,-1,C,K10216,2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9],MER0017156,S33,MER0017156 - family S33 unassigned peptidases (Novosphingobium aromaticivorans) [S33.UPW]#S33#{peptidase unit: 21-271}~source NP_049203~,True,0.962,510.0,5.5200000000000006e-163,"alpha/beta hydrolase fold [PF00561.23]; Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]; TAP-like protein [PF08386.13]; Prolyl oligopeptidase family [PF00326.24]",,,,,0
85273,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,2,1015,1620,-1,C,K00799,glutathione S-transferase [EC:2.5.1.18],,,,,,,,"Glutathione S-transferase, N-terminal domain [PF02798.23]; Glutathione S-transferase, C-terminal domain [PF00043.28]; Glutathione S-transferase, N-terminal domain [PF13409.9]; Glutathione S-transferase, N-terminal domain [PF13417.9]; Glutathione S-transferase, C-terminal domain [PF14497.9]",,,,,0
85274,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,3,1660,2139,-1,C,K16320,"anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]",,,,,,,,Ring hydroxylating beta subunit [PF00866.21]; SnoaL-like domain [PF13577.9],,,,,0
85275,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,4,2136,3416,-1,C,K16319,"anthranilate 1,2-dioxygenase large subunit [EC:1.14.12.1]",,,,,,,,Ring hydroxylating alpha subunit (catalytic domain) [PF00848.22]; Rieske [2Fe-2S] domain [PF00355.29],,,,,0
85276,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,5,3427,4419,-1,D,,,,,,,,,,Pyridoxal phosphate biosynthetic protein PdxA [PF04166.15],,,,,0
85277,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_6,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,6,4403,4897,-1,D,,,,,,,,,,Ring hydroxylating beta subunit [PF00866.21],,,,,0
85278,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_7,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,7,4894,6312,-1,C,K05549,"benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]",,,,,,,,Ring hydroxylating alpha subunit (catalytic domain) [PF00848.22]; Rieske [2Fe-2S] domain [PF00355.29],,,,,0
85279,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_8,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,8,6540,7439,1,C,K14751,"2,3-dihydroxyethylbenzene 1,2-dioxygenase [EC:1.13.11.-]",,,,,,,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28],,,,,0
85280,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_9,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,9,7485,7811,1,C,K14750,ethylbenzene dioxygenase ferredoxin component,,,,,,,,Rieske [2Fe-2S] domain [PF00355.29]; Rieske-like [2Fe-2S] domain [PF13806.9],,,,,0
85281,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_10,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,10,7811,8299,1,C,K16320,"anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]",,,,,,,,Ring hydroxylating beta subunit [PF00866.21],,,,,0
85282,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_11,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,11,8324,9586,1,C,K16319,"anthranilate 1,2-dioxygenase large subunit [EC:1.14.12.1]",,,,,,,,Ring hydroxylating alpha subunit (catalytic domain) [PF00848.22]; Rieske [2Fe-2S] domain [PF00355.29],,,,,0
85283,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_12,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,12,9583,10173,1,C,K14584,2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4],,,,,,,,DSBA-like thioredoxin domain [PF01323.23],,,,,0
85284,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_13,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,13,10210,12396,1,C,K02014,iron complex outermembrane recepter protein,MER0196960,I39,MER0196960 - family I39 unassigned peptidase inhibitors (Spirosoma linguale) [I39.UPW]#I39#{inhibitor unit: 79-266}~source ADB40454~,False,0.407,98.0,4.196e-19,TonB dependent receptor [PF00593.27]; TonB-dependent Receptor Plug Domain [PF07715.18],,,,,0
85285,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2019476_14,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2019476,14,12424,12753,1,E,,,,,,,,,,,,,,,0
85375,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,1,3,2309,-1,C,K03199,type IV secretion system protein VirB4 [EC:7.4.2.8],,,,,,,,"CagE, TrbE, VirB family, component of type IV transporter system [PF03135.17]; TraG P-loop domain [PF19044.3]; AAA-like domain [PF12846.10]",,,,,0
85376,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_2,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,2,2321,2641,-1,C,K03198,type IV secretion system protein VirB3,,,,,,,,"Type IV secretory pathway, VirB3-like protein [PF05101.16]",,,,,0
85377,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_3,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,3,2663,2935,-1,C,K03197,type IV secretion system protein VirB2,,,,,,,,TrbC/VIRB2 pilin [PF04956.16],,,,,0
85378,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_4,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,4,3003,3311,-1,E,,,,,,,,,,,,,,,0
85379,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_5,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,5,3323,3622,-1,E,,,,,,,,,,,,,,,0
85380,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_6,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,6,3929,4603,-1,E,,,,,,,,,,,,,,,0
85381,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_7,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,7,4671,5189,-1,D,,,,,,,,,,Transglycosylase SLT domain [PF01464.23],,,,,0
85382,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_8,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,8,5189,5470,-1,E,,,,,,,,,,,,,,,0
85383,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_9,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,9,5676,6350,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
85384,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_10,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,10,6337,6921,-1,E,,,,,,,,,,,,,,,0
85385,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2116613_11,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2116613,11,7221,7562,1,E,,,,,,,,,,,,,,,0
85472,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid___k121_2335286_1,riogrande_2019_sw_WHONDRS-S19S_0066_B_1000.plasmid__,k121_2335286,1,3,1178,1,C,K01775,alanine racemase [EC:5.1.1.1],,,,,,,,"Alanine racemase, C-terminal domain [PF00842.24]; Alanine racemase, N-terminal domain [PF01168.23]",,,,,0
